motif,symbol,source
"예, 홍범구주거북, 연꽃",교육,triples_relation
"예, 홍범구주거북, 연꽃",행사,triples_relation
"효, 잉어, 방구부채, 거문고, 죽순",문자,triples_relation
"효, 잉어, 방구부채, 거문고, 죽순",장식,triples_relation
"효, 잉어, 방구부채, 거문고, 죽순",행사,triples_relation
"어변성룡, 조개, 새우, 충",교육,triples_relation
"어변성룡, 조개, 새우, 충",행사,triples_relation
"어변성룡, 조개, 새우, 충",문자,triples_relation
"예, 의",교육,triples_relation
"예, 의",행사,triples_relation
"예, 의",문자,triples_relation
"신, 대나무, 연꽃, 사각정자, 매화",교육,triples_relation
"신, 대나무, 연꽃, 사각정자, 매화",문자,triples_relation
"의, 책갑, 연꽃, 곰방대, 가지, 복숭아, 물수리",장식,triples_relation
"의, 책갑, 연꽃, 곰방대, 가지, 복숭아, 물수리",혼성,triples_relation
"충, 사슴, 소나무, 어변성룡",교육,triples_relation
"충, 사슴, 소나무, 어변성룡",행사,triples_relation
"충, 사슴, 소나무, 어변성룡",문자,triples_relation
"효, 새, 물고기",문자,triples_relation
"효, 새, 물고기",교육,triples_relation
"효, 새, 물고기",행사,triples_relation
"신, 석류, 새, 가옥",교육,triples_relation
"신, 석류, 새, 가옥",행사,triples_relation
"신, 석류, 새, 가옥",문자,triples_relation
"효, 잉어, 대나무, 죽순, 연꽃",교육,triples_relation
"효, 잉어, 대나무, 죽순, 연꽃",행사,triples_relation
"효, 잉어, 대나무, 죽순, 연꽃",문자,triples_relation
"예, 물고기, 가옥, 비둘기",문자,triples_relation
"예, 물고기, 가옥, 비둘기",교육,triples_relation
"예, 물고기, 가옥, 비둘기",행사,triples_relation
"제, 도미, 장미, 할미새",문자,triples_relation
"제, 도미, 장미, 할미새",교육,triples_relation
"제, 도미, 장미, 할미새",행사,triples_relation
"의, 별꽃문, 오름",교육,triples_relation
"의, 별꽃문, 오름",행사,triples_relation
"의, 별꽃문, 오름",문자,triples_relation
"신, 사당",문자,triples_relation
"신, 사당",교육,triples_relation
"신, 사당",행사,triples_relation
"예, 홍범구주거북, 수양버들, 제비, 꾀꼬리, 꿩, 매화",교육,triples_relation
"예, 홍범구주거북, 수양버들, 제비, 꾀꼬리, 꿩, 매화",행사,triples_relation
"예, 홍범구주거북, 수양버들, 제비, 꾀꼬리, 꿩, 매화",문자,triples_relation
"예, 의, 홍범구주거북, 물수리",교육,triples_relation
"예, 의, 홍범구주거북, 물수리",행사,triples_relation
"예, 의, 홍범구주거북, 물수리",문자,triples_relation
예,문자,triples_relation
"효, 신대(대나무), 기메",문자,triples_relation
"효, 신대(대나무), 기메",교육,triples_relation
"효, 신대(대나무), 기메",행사,triples_relation
"치, 제비, 달토끼, 수양버들, 복사꽃, 꾀꼬리, 청절비",교육,triples_relation
"치, 제비, 달토끼, 수양버들, 복사꽃, 꾀꼬리, 청절비",행사,triples_relation
"치, 제비, 달토끼, 수양버들, 복사꽃, 꾀꼬리, 청절비",문자,triples_relation
"제, 책갑, 연꽃, 목련, 복숭아, 해태, 바둑판, 두루마리, 할미새",장식,triples_relation
"제, 책갑, 연꽃, 목련, 복숭아, 해태, 바둑판, 두루마리, 할미새",혼성,triples_relation
"염, 홍화, 오름",문자,triples_relation
"염, 홍화, 오름",교육,triples_relation
"염, 홍화, 오름",행사,triples_relation
"제, 봉황, 오동나무, 복숭아, 거북",문자,triples_relation
"제, 봉황, 오동나무, 복숭아, 거북",행사,triples_relation
"의, 비둘기, 모란, 복숭아, 가옥",교육,triples_relation
"의, 비둘기, 모란, 복숭아, 가옥",행사,triples_relation
"의, 비둘기, 모란, 복숭아, 가옥",문자,triples_relation
"제, 연꽃, 오리, 잉어, 할미새",문자,triples_relation
"제, 연꽃, 오리, 잉어, 할미새",장식,triples_relation
"의, 사당",문자,triples_relation
"의, 사당",행사,triples_relation
"문자, 매화, 새",문자,triples_relation
"문자, 매화, 새",장식,triples_relation
"제, 신대(대나무), 할미새",문자,triples_relation
"제, 신대(대나무), 할미새",교육,triples_relation
"제, 신대(대나무), 할미새",행사,triples_relation
"치, 달토끼, 청절비, 매화",문자,triples_relation
"치, 달토끼, 청절비, 매화",교육,triples_relation
"치, 달토끼, 청절비, 매화",행사,triples_relation
"예, 사당, 고팡상, 술병",문자,triples_relation
"예, 사당, 고팡상, 술병",교육,triples_relation
"예, 사당, 고팡상, 술병",행사,triples_relation
"치, 상산사호, 은일처사",교육,triples_relation
"치, 상산사호, 은일처사",행사,triples_relation
"치, 상산사호, 은일처사",문자,triples_relation
"효, 잉어, 연꽃, 방구부채",문자,triples_relation
"효, 잉어, 연꽃, 방구부채",교육,triples_relation
"효, 잉어, 연꽃, 방구부채",행사,triples_relation
"제, 오름",문자,triples_relation
"제, 오름",교육,triples_relation
"제, 오름",행사,triples_relation
"염, 물수리",교육,triples_relation
"염, 물수리",행사,triples_relation
"염, 물수리",문자,triples_relation
"예, 새, 복숭아, 가옥",교육,triples_relation
"예, 새, 복숭아, 가옥",행사,triples_relation
"예, 새, 복숭아, 가옥",문자,triples_relation
"의, 사당, 물고기",교육,triples_relation
"의, 사당, 물고기",행사,triples_relation
"의, 사당, 물고기",문자,triples_relation
"제, 할미새, 제비",교육,triples_relation
"제, 할미새, 제비",행사,triples_relation
"제, 할미새, 제비",문자,triples_relation
"치, 기메",문자,triples_relation
"치, 기메",교육,triples_relation
"치, 기메",행사,triples_relation
"치, 청절비, 달토끼, 매화",교육,triples_relation
"치, 청절비, 달토끼, 매화",행사,triples_relation
"치, 청절비, 달토끼, 매화",문자,triples_relation
"충, 책갑, 어변성룡, 조개, 새우, 소나무, 필통, 두루마리, 으름",장식,triples_relation
"충, 책갑, 어변성룡, 조개, 새우, 소나무, 필통, 두루마리, 으름",혼성,triples_relation
"치, 물고기, 가옥",문자,triples_relation
"치, 물고기, 가옥",교육,triples_relation
"치, 물고기, 가옥",행사,triples_relation
"대나무, 해, 달, 의, 도미, 물수리",문자,triples_relation
"대나무, 해, 달, 의, 도미, 물수리",교육,triples_relation
"대나무, 해, 달, 의, 도미, 물수리",행사,triples_relation
"효, 소나무, 국화",행사,triples_relation
"제, 할미새, 매화, 모란",교육,triples_relation
"제, 할미새, 매화, 모란",행사,triples_relation
"제, 할미새, 매화, 모란",문자,triples_relation
"염, 게, 수양버들, 꾀꼬리",교육,triples_relation
"염, 게, 수양버들, 꾀꼬리",행사,triples_relation
"염, 게, 수양버들, 꾀꼬리",문자,triples_relation
"제, 연꽃, 괴석, 매화, 모란, 할미새",교육,triples_relation
"제, 연꽃, 괴석, 매화, 모란, 할미새",행사,triples_relation
"제, 연꽃, 괴석, 매화, 모란, 할미새",문자,triples_relation
"충, 새, 물고기",문자,triples_relation
"충, 새, 물고기",교육,triples_relation
"충, 새, 물고기",행사,triples_relation
"효, 잉어, 죽순, 거문고, 방구부채, 구름, 오동나무, 봉황, 패랭이",문자,triples_relation
"효, 잉어, 죽순, 거문고, 방구부채, 구름, 오동나무, 봉황, 패랭이",장식,triples_relation
"효, 잉어, 죽순, 거문고, 방구부채, 구름, 오동나무, 봉황, 패랭이",행사,triples_relation
"효, 닭, 물고기, 매화, 새",교육,triples_relation
"효, 닭, 물고기, 매화, 새",행사,triples_relation
"효, 닭, 물고기, 매화, 새",문자,triples_relation
치,문자,triples_relation
"예, 홍범구주거북, 가옥, 무궁화, ""태극,팔괘문양""",교육,triples_relation
"예, 홍범구주거북, 가옥, 무궁화, ""태극,팔괘문양""",행사,triples_relation
"예, 홍범구주거북, 가옥, 무궁화, ""태극,팔괘문양""",문자,triples_relation
"신, 청조, 새우, 기러기",문자,triples_relation
"신, 청조, 새우, 기러기",장식,triples_relation
"신, 청조, 새우, 기러기",행사,triples_relation
"충, 새우, 대나무, 국화",교육,triples_relation
"충, 새우, 대나무, 국화",행사,triples_relation
"충, 새우, 대나무, 국화",문자,triples_relation
"염, 백로, 물고기, 소나무, 까치, 호랑이, 불로초",문자,triples_relation
"염, 백로, 물고기, 소나무, 까치, 호랑이, 불로초",행사,triples_relation
"문자, 국화, 나비",문자,triples_relation
"문자, 국화, 나비",장식,triples_relation
"오름, 홍화, 물고기",그림,triples_relation
"오름, 홍화, 물고기",문자,triples_relation
"신, 흰기러기",교육,triples_relation
"신, 흰기러기",행사,triples_relation
"신, 흰기러기",문자,triples_relation
"염, 소나무, 동자, 은일처사",교육,triples_relation
"염, 소나무, 동자, 은일처사",행사,triples_relation
"염, 소나무, 동자, 은일처사",문자,triples_relation
"효, 백로, 국화, 월계화",문자,triples_relation
"효, 백로, 국화, 월계화",교육,triples_relation
"효, 백로, 국화, 월계화",행사,triples_relation
"효, 잉어, 죽순",교육,triples_relation
"효, 잉어, 죽순",행사,triples_relation
"효, 잉어, 죽순",문자,triples_relation
"염, 신대(대나무), 새, 오름",교육,triples_relation
"염, 신대(대나무), 새, 오름",행사,triples_relation
"염, 신대(대나무), 새, 오름",문자,triples_relation
"치, 달토끼, 수양버들, 매화, 사당, 백수백복",문자,triples_relation
"치, 달토끼, 수양버들, 매화, 사당, 백수백복",장식,triples_relation
"치, 달토끼, 수양버들, 매화, 사당, 백수백복",행사,triples_relation
"신, 물고기, 가옥",문자,triples_relation
"신, 물고기, 가옥",교육,triples_relation
"신, 물고기, 가옥",행사,triples_relation
"치, 대나무, 꽃, 매화",문자,triples_relation
"치, 대나무, 꽃, 매화",행사,triples_relation
"충, 사당, 물고기, 새",문자,triples_relation
"충, 사당, 물고기, 새",교육,triples_relation
"충, 사당, 물고기, 새",행사,triples_relation
"염, 매화, 연꽃",교육,triples_relation
"염, 매화, 연꽃",문자,triples_relation
"치, 소나무, 새",문자,triples_relation
"치, 소나무, 새",교육,triples_relation
"치, 소나무, 새",행사,triples_relation
"의, 오름, 홍화",교육,triples_relation
"의, 오름, 홍화",행사,triples_relation
"의, 오름, 홍화",문자,triples_relation
"신, 석류, 새",문자,triples_relation
"신, 석류, 새",교육,triples_relation
"신, 석류, 새",행사,triples_relation
"신, 사당, 물고기, 새",문자,triples_relation
"신, 사당, 물고기, 새",교육,triples_relation
"신, 사당, 물고기, 새",행사,triples_relation
"제, 매화, 괴석, 연꽃, 할미새",교육,triples_relation
"제, 매화, 괴석, 연꽃, 할미새",행사,triples_relation
"제, 매화, 괴석, 연꽃, 할미새",혼성,triples_relation
"제, 할미새, 연꽃, 호리병",교육,triples_relation
"제, 할미새, 연꽃, 호리병",행사,triples_relation
"제, 할미새, 연꽃, 호리병",문자,triples_relation
"별꽃문, 오름, 염",문자,triples_relation
"별꽃문, 오름, 염",교육,triples_relation
"별꽃문, 오름, 염",행사,triples_relation
"의, 토끼, 매, 모란, 물수리, 매화",교육,triples_relation
"의, 토끼, 매, 모란, 물수리, 매화",행사,triples_relation
"의, 토끼, 매, 모란, 물수리, 매화",문자,triples_relation
"충, 사당, 신대(대나무)",교육,triples_relation
"충, 사당, 신대(대나무)",행사,triples_relation
"충, 사당, 신대(대나무)",문자,triples_relation
"충, 어변성룡, 잉어, 참새",교육,triples_relation
"충, 어변성룡, 잉어, 참새",행사,triples_relation
"충, 어변성룡, 잉어, 참새",문자,triples_relation
"효, 제, 복사꽃",문자,triples_relation
"효, 제, 복사꽃",교육,triples_relation
"효, 제, 복사꽃",행사,triples_relation
"꿩, 국화, 의, 물수리, 복사꽃",문자,triples_relation
"꿩, 국화, 의, 물수리, 복사꽃",장식,triples_relation
"꿩, 국화, 의, 물수리, 복사꽃",행사,triples_relation
"염, 게, 매화, 국화, 나비",문자,triples_relation
"염, 게, 매화, 국화, 나비",장식,triples_relation
"충, 물고기, 오름",교육,triples_relation
"충, 물고기, 오름",행사,triples_relation
"충, 물고기, 오름",문자,triples_relation
"충, 조개, 새우, 학, 소나무, 불로초, 어변성룡, 해, 구름",교육,triples_relation
"충, 조개, 새우, 학, 소나무, 불로초, 어변성룡, 해, 구름",행사,triples_relation
"충, 조개, 새우, 학, 소나무, 불로초, 어변성룡, 해, 구름",문자,triples_relation
"제, 할미새, 모란, 파초",문자,triples_relation
"제, 할미새, 모란, 파초",교육,triples_relation
"제, 할미새, 모란, 파초",행사,triples_relation
"염, 국화, 나비, 게",교육,triples_relation
"염, 국화, 나비, 게",행사,triples_relation
"염, 국화, 나비, 게",혼성,triples_relation
"치, 연꽃, 매화, 청절비",교육,triples_relation
"치, 연꽃, 매화, 청절비",문자,triples_relation
"효, 연꽃, 잉어, 죽순, 방구부채",문자,triples_relation
"효, 연꽃, 잉어, 죽순, 방구부채",장식,triples_relation
"충, 사당, 대나무, 물고기, 새, 소나무",문자,triples_relation
"충, 사당, 대나무, 물고기, 새, 소나무",행사,triples_relation
"치, 홍화, 오름",문자,triples_relation
"치, 홍화, 오름",교육,triples_relation
"치, 홍화, 오름",행사,triples_relation
"염, 게, 꽃",문자,triples_relation
"염, 게, 꽃",교육,triples_relation
"염, 게, 꽃",행사,triples_relation
"제, 가옥, 할미새, 구름",문자,triples_relation
"제, 가옥, 할미새, 구름",장식,triples_relation
"제, 가옥, 할미새, 구름",행사,triples_relation
"의, 사당, 복사꽃, 물수리",문자,triples_relation
"의, 사당, 복사꽃, 물수리",행사,triples_relation
"염, 연꽃, 게, 오리, 소나무",교육,triples_relation
"염, 연꽃, 게, 오리, 소나무",행사,triples_relation
"염, 연꽃, 게, 오리, 소나무",문자,triples_relation
"예, 꽃, 오리, 연꽃",교육,triples_relation
"예, 꽃, 오리, 연꽃",행사,triples_relation
"예, 꽃, 오리, 연꽃",문자,triples_relation
"치, 책갑, 청절비",문자,triples_relation
"치, 책갑, 청절비",행사,triples_relation
"의, 봉황, 오동나무",문자,triples_relation
"의, 봉황, 오동나무",교육,triples_relation
"의, 봉황, 오동나무",행사,triples_relation
"충, 신, 어변성룡, 가릉빈가, 흰기러기",교육,triples_relation
"충, 신, 어변성룡, 가릉빈가, 흰기러기",행사,triples_relation
"충, 신, 어변성룡, 가릉빈가, 흰기러기",문자,triples_relation
"치, 연꽃, 새, 꽃",문자,triples_relation
"치, 연꽃, 새, 꽃",교육,triples_relation
"치, 연꽃, 새, 꽃",행사,triples_relation
"염, 봉황, 오동나무",문자,triples_relation
"염, 봉황, 오동나무",교육,triples_relation
"염, 봉황, 오동나무",행사,triples_relation
"염, 국화, 꽃",문자,triples_relation
"염, 국화, 꽃",교육,triples_relation
"염, 국화, 꽃",행사,triples_relation
"의, 토끼, 매, 국화, 동백, 물수리",교육,triples_relation
"의, 토끼, 매, 국화, 동백, 물수리",행사,triples_relation
"의, 토끼, 매, 국화, 동백, 물수리",혼성,triples_relation
"의, 공작새, 모란",교육,triples_relation
"의, 공작새, 모란",행사,triples_relation
"의, 공작새, 모란",문자,triples_relation
"신, 모란, 비둘기, 책갑",문자,triples_relation
"신, 모란, 비둘기, 책갑",행사,triples_relation
"염, 봉황, 오동나무, 사당",문자,triples_relation
"염, 봉황, 오동나무, 사당",행사,triples_relation
"예, 물수리, 매화",문자,triples_relation
"예, 물수리, 매화",교육,triples_relation
"예, 물수리, 매화",행사,triples_relation
"의, 복숭아, 물수리",교육,triples_relation
"의, 복숭아, 물수리",행사,triples_relation
"의, 복숭아, 물수리",문자,triples_relation
"충, 용, 거북, 두꺼비, 가옥, 구름",문자,triples_relation
"충, 용, 거북, 두꺼비, 가옥, 구름",장식,triples_relation
"충, 용, 거북, 두꺼비, 가옥, 구름",행사,triples_relation
"문자, 소나무, 학, 수",문자,triples_relation
"문자, 소나무, 학, 수",장식,triples_relation
"신, 사당, 대나무, 소나무",문자,triples_relation
"신, 사당, 대나무, 소나무",행사,triples_relation
"치, 매화, 청절비, 비둘기",문자,triples_relation
"치, 매화, 청절비, 비둘기",행사,triples_relation
"효, 모란, 잉어, 죽순",교육,triples_relation
"효, 모란, 잉어, 죽순",문자,triples_relation
"충, 새우, 조개, 해, 구름, 어변성룡",문자,triples_relation
"충, 새우, 조개, 해, 구름, 어변성룡",교육,triples_relation
"충, 새우, 조개, 해, 구름, 어변성룡",행사,triples_relation
"의, 학, 갈대, 물수리",교육,triples_relation
"의, 학, 갈대, 물수리",행사,triples_relation
"의, 학, 갈대, 물수리",혼성,triples_relation
"치, 사당, 달토끼, 기러기",문자,triples_relation
"치, 사당, 달토끼, 기러기",장식,triples_relation
"제, 오름, 새",교육,triples_relation
"제, 오름, 새",행사,triples_relation
"제, 오름, 새",문자,triples_relation
"효, 잉어, 죽순, 파초선",교육,triples_relation
"효, 잉어, 죽순, 파초선",행사,triples_relation
"효, 잉어, 죽순, 파초선",문자,triples_relation
"제, 모란, 연꽃, 나비, 할미새",교육,triples_relation
"제, 모란, 연꽃, 나비, 할미새",행사,triples_relation
"제, 모란, 연꽃, 나비, 할미새",문자,triples_relation
"신, 국화, 매화, 참새",교육,triples_relation
"신, 국화, 매화, 참새",행사,triples_relation
"신, 국화, 매화, 참새",문자,triples_relation
"예, 홍범구주거북, 토끼, 국화, 목련",문자,triples_relation
"예, 홍범구주거북, 토끼, 국화, 목련",장식,triples_relation
"예, 홍범구주거북, 토끼, 국화, 목련",행사,triples_relation
"별꽃문, 오름, 치",문자,triples_relation
"별꽃문, 오름, 치",교육,triples_relation
"별꽃문, 오름, 치",행사,triples_relation
"염, 금계, 게, 소나무, 모란",교육,triples_relation
"염, 금계, 게, 소나무, 모란",행사,triples_relation
"염, 금계, 게, 소나무, 모란",문자,triples_relation
"신, 신대(대나무), 물고기, 새",교육,triples_relation
"신, 신대(대나무), 물고기, 새",행사,triples_relation
"신, 신대(대나무), 물고기, 새",문자,triples_relation
"효, 보병, 잉어, 죽순, 파초선, 나비, 모란, 난초",교육,triples_relation
"효, 보병, 잉어, 죽순, 파초선, 나비, 모란, 난초",행사,triples_relation
"효, 보병, 잉어, 죽순, 파초선, 나비, 모란, 난초",혼성,triples_relation
"의, 새, 꽃",교육,triples_relation
"의, 새, 꽃",행사,triples_relation
"의, 새, 꽃",문자,triples_relation
"후투티, 예, 삼여도",문자,triples_relation
"후투티, 예, 삼여도",교육,triples_relation
"후투티, 예, 삼여도",행사,triples_relation
"염, 국화, 오리",문자,triples_relation
"염, 국화, 오리",교육,triples_relation
"염, 국화, 오리",행사,triples_relation
"예, 사당, 새, 소나무",교육,triples_relation
"예, 사당, 새, 소나무",행사,triples_relation
"예, 사당, 새, 소나무",문자,triples_relation
"예, 홍범구주거북, 매화",문자,triples_relation
"예, 홍범구주거북, 매화",교육,triples_relation
"예, 홍범구주거북, 매화",행사,triples_relation
"충, 물고기, 새, 소나무",문자,triples_relation
"충, 물고기, 새, 소나무",교육,triples_relation
"충, 물고기, 새, 소나무",행사,triples_relation
"염, 매화, 연꽃, 국화",문자,triples_relation
"염, 매화, 연꽃, 국화",행사,triples_relation
"제, 물고기, 매",문자,triples_relation
"제, 물고기, 매",교육,triples_relation
"제, 물고기, 매",행사,triples_relation
"의, 대나무, 연꽃",교육,triples_relation
"염, 게, 소나무, 백수백복",문자,triples_relation
"염, 게, 소나무, 백수백복",장식,triples_relation
"염, 게, 소나무, 백수백복",행사,triples_relation
"의, 새, 복숭아, 복사꽃, 가옥",교육,triples_relation
"의, 새, 복숭아, 복사꽃, 가옥",행사,triples_relation
"의, 새, 복숭아, 복사꽃, 가옥",문자,triples_relation
"제, 할미새, 모란",교육,triples_relation
"제, 할미새, 모란",행사,triples_relation
"제, 할미새, 모란",문자,triples_relation
"치, 사당, 위패, 오름, 별꽃문",교육,triples_relation
"치, 사당, 위패, 오름, 별꽃문",행사,triples_relation
"치, 사당, 위패, 오름, 별꽃문",문자,triples_relation
"충, 꽃, 새, 연꽃",문자,triples_relation
"충, 꽃, 새, 연꽃",교육,triples_relation
"충, 꽃, 새, 연꽃",행사,triples_relation
"의, 삼국지",교육,triples_relation
"의, 삼국지",행사,triples_relation
"의, 삼국지",문자,triples_relation
"치, 물고기",문자,triples_relation
"치, 물고기",행사,triples_relation
"문자, 대나무, 새",문자,triples_relation
"문자, 대나무, 새",장식,triples_relation
"제, 연꽃, 할미새, 매화",교육,triples_relation
"제, 연꽃, 할미새, 매화",행사,triples_relation
"제, 연꽃, 할미새, 매화",문자,triples_relation
"복숭아, 의, 물수리",교육,triples_relation
"복숭아, 의, 물수리",행사,triples_relation
"복숭아, 의, 물수리",문자,triples_relation
"충, 용, 거북, 잉어, ""태극,팔괘문양""",문자,triples_relation
"충, 용, 거북, 잉어, ""태극,팔괘문양""",장식,triples_relation
"충, 용, 거북, 잉어, ""태극,팔괘문양""",행사,triples_relation
"제, 홍화, 오름",문자,triples_relation
"제, 홍화, 오름",교육,triples_relation
"제, 홍화, 오름",행사,triples_relation
"제, 연꽃, 나비, 할미새, 금계, 매화, 작약",문자,triples_relation
"제, 연꽃, 나비, 할미새, 금계, 매화, 작약",장식,triples_relation
"제, 연꽃, 나비, 할미새, 금계, 매화, 작약",행사,triples_relation
"효, 잉어, 죽순, 귤, 비파",교육,triples_relation
"효, 잉어, 죽순, 귤, 비파",행사,triples_relation
"효, 잉어, 죽순, 귤, 비파",문자,triples_relation
"치, 달, 관념산수, 가옥",교육,triples_relation
"치, 달, 관념산수, 가옥",행사,triples_relation
"치, 달, 관념산수, 가옥",문자,triples_relation
염,문자,triples_relation
"충, 어변성룡, 조개, 새우, 딱따구리, 국화, 단풍나무, 꿩",교육,triples_relation
"충, 어변성룡, 조개, 새우, 딱따구리, 국화, 단풍나무, 꿩",행사,triples_relation
"충, 어변성룡, 조개, 새우, 딱따구리, 국화, 단풍나무, 꿩",문자,triples_relation
"제, 쑥부쟁이, 물고기, 새",문자,triples_relation
"제, 쑥부쟁이, 물고기, 새",교육,triples_relation
"제, 쑥부쟁이, 물고기, 새",행사,triples_relation
"치, 호랑이, 대나무, 가옥",교육,triples_relation
"치, 호랑이, 대나무, 가옥",행사,triples_relation
"치, 호랑이, 대나무, 가옥",문자,triples_relation
"염, 닭, 물고기",문자,triples_relation
"염, 닭, 물고기",교육,triples_relation
"염, 닭, 물고기",행사,triples_relation
"신, 사당, 원앙, 도미",문자,triples_relation
"신, 사당, 원앙, 도미",교육,triples_relation
"신, 사당, 원앙, 도미",행사,triples_relation
"제, 대나무, 꽃",문자,triples_relation
"제, 대나무, 꽃",행사,triples_relation
"효, 잉어, 죽순, 방구부채, 매화, 거문고",교육,triples_relation
"효, 잉어, 죽순, 방구부채, 매화, 거문고",행사,triples_relation
"효, 잉어, 죽순, 방구부채, 매화, 거문고",문자,triples_relation
"염, 물고기, 기메",문자,triples_relation
"염, 물고기, 기메",교육,triples_relation
"염, 물고기, 기메",행사,triples_relation
충,문자,triples_relation
"신, 위패, 청조",교육,triples_relation
"신, 위패, 청조",행사,triples_relation
"신, 위패, 청조",문자,triples_relation
"의, 복숭아, 새",교육,triples_relation
"의, 복숭아, 새",행사,triples_relation
"의, 복숭아, 새",문자,triples_relation
"예, 거북",교육,triples_relation
"예, 거북",행사,triples_relation
"예, 거북",문자,triples_relation
"충, 새, 잉어",문자,triples_relation
"충, 새, 잉어",장식,triples_relation
"충, 새, 잉어",행사,triples_relation
"효, 잉어, 죽순, 대나무",교육,triples_relation
"효, 잉어, 죽순, 대나무",행사,triples_relation
"효, 잉어, 죽순, 대나무",문자,triples_relation
"의, 꿩, 모란",문자,triples_relation
"의, 꿩, 모란",교육,triples_relation
"의, 꿩, 모란",행사,triples_relation
"신, 사당, 소나무, 물고기",교육,triples_relation
"신, 사당, 소나무, 물고기",행사,triples_relation
"신, 사당, 소나무, 물고기",문자,triples_relation
"제, 별",문자,triples_relation
"제, 별",교육,triples_relation
"제, 별",행사,triples_relation
"신, 사당, 물수리",문자,triples_relation
"신, 사당, 물수리",교육,triples_relation
"신, 사당, 물수리",행사,triples_relation
"예, 별꽃문, 물고기",문자,triples_relation
"예, 별꽃문, 물고기",교육,triples_relation
"예, 별꽃문, 물고기",행사,triples_relation
"신, 가릉빈가, 흰기러기, 매화",교육,triples_relation
"신, 가릉빈가, 흰기러기, 매화",행사,triples_relation
"신, 가릉빈가, 흰기러기, 매화",문자,triples_relation
"신, 영산홍, 사당, 인면조, 흰기러기",교육,triples_relation
"신, 영산홍, 사당, 인면조, 흰기러기",행사,triples_relation
"신, 영산홍, 사당, 인면조, 흰기러기",혼성,triples_relation
"의, 별",문자,triples_relation
"의, 별",교육,triples_relation
"의, 별",행사,triples_relation
"신, 가릉빈가, 흰기러기, 매화, 비둘기, 꽃",교육,triples_relation
"신, 가릉빈가, 흰기러기, 매화, 비둘기, 꽃",행사,triples_relation
"신, 가릉빈가, 흰기러기, 매화, 비둘기, 꽃",문자,triples_relation
"효, 잉어, 방구부채, 죽순, 꽃",교육,triples_relation
"효, 잉어, 방구부채, 죽순, 꽃",행사,triples_relation
"효, 잉어, 방구부채, 죽순, 꽃",문자,triples_relation
"문자, 연꽃",문자,triples_relation
"문자, 연꽃",교육,triples_relation
"문자, 연꽃",행사,triples_relation
"신, 흰기러기, 매화, 가릉빈가",장식,triples_relation
"효, 잉어, 죽순, 방구부채, 대나무, 거문고, 매화, 괴석",문자,triples_relation
"효, 잉어, 죽순, 방구부채, 대나무, 거문고, 매화, 괴석",장식,triples_relation
"충, 대나무, 물고기, 새우",교육,triples_relation
"충, 대나무, 물고기, 새우",문자,triples_relation
"예, 국화, 토끼, 홍범구주거북, 매화",교육,triples_relation
"예, 국화, 토끼, 홍범구주거북, 매화",행사,triples_relation
"예, 국화, 토끼, 홍범구주거북, 매화",문자,triples_relation
"치, 해, 가옥, 매화, 관념산수",문자,triples_relation
"치, 해, 가옥, 매화, 관념산수",교육,triples_relation
"치, 해, 가옥, 매화, 관념산수",행사,triples_relation
"오름, 홍화, 의",문자,triples_relation
"오름, 홍화, 의",교육,triples_relation
"오름, 홍화, 의",행사,triples_relation
"예, 모란, 새, 홍범구주거북",교육,triples_relation
"예, 모란, 새, 홍범구주거북",행사,triples_relation
"예, 모란, 새, 홍범구주거북",혼성,triples_relation
"염, 공작새, 물고기, 유자, 새",교육,triples_relation
"염, 공작새, 물고기, 유자, 새",행사,triples_relation
"염, 공작새, 물고기, 유자, 새",문자,triples_relation
"신, 사당, 물고기",문자,triples_relation
"신, 사당, 물고기",교육,triples_relation
"신, 사당, 물고기",행사,triples_relation
"제, 별꽃문",문자,triples_relation
"제, 별꽃문",교육,triples_relation
"제, 별꽃문",행사,triples_relation
"문자, 나비, 물고기, 새, 복",문자,triples_relation
"문자, 나비, 물고기, 새, 복",장식,triples_relation
"치, 별꽃문, 오름, 꽃",문자,triples_relation
"치, 별꽃문, 오름, 꽃",교육,triples_relation
"치, 별꽃문, 오름, 꽃",행사,triples_relation
"예, 홍범구주거북, 꽃",교육,triples_relation
"예, 홍범구주거북, 꽃",행사,triples_relation
"예, 홍범구주거북, 꽃",문자,triples_relation
"신, 잉어, 학, 구름",문자,triples_relation
"신, 잉어, 학, 구름",장식,triples_relation
"신, 잉어, 학, 구름",행사,triples_relation
"신, 기러기, 매화, 가릉빈가",문자,triples_relation
"신, 기러기, 매화, 가릉빈가",장식,triples_relation
"효, 잉어, 방구부채, 오동나무, 봉황, 불로초, 대나무",교육,triples_relation
"효, 잉어, 방구부채, 오동나무, 봉황, 불로초, 대나무",행사,triples_relation
"효, 잉어, 방구부채, 오동나무, 봉황, 불로초, 대나무",문자,triples_relation
"치, 달토끼, 사당, 봉황, 오동나무",교육,triples_relation
"치, 달토끼, 사당, 봉황, 오동나무",행사,triples_relation
"치, 달토끼, 사당, 봉황, 오동나무",문자,triples_relation
"치, 물고기, 꿩, 오리, 새, 매화",교육,triples_relation
"치, 물고기, 꿩, 오리, 새, 매화",행사,triples_relation
"치, 물고기, 꿩, 오리, 새, 매화",문자,triples_relation
"치, 청절비, 매화",교육,triples_relation
"치, 청절비, 매화",행사,triples_relation
"치, 청절비, 매화",문자,triples_relation
"치, 닭, 꽃, 술병",문자,triples_relation
