file_name,subject_type,theme_type,painting_type,ground_material,purpose,objects,keywords,era
MJ_0355,문자도,문자,일필+공필,한지,"교육, 행사","충, 어변성룡, 조개, 새우","한국전통민화, 문자도, 어변성룡, 충, 조개, 새우, 입신양명, 효제",조선후기
MJ_0705,문자도,문자,일필,한지,"행사, 교육","효, 별","한국전통민화, 문자도, 효, 별, 유교, 가족애, 도덕성, 상서로움",조선후기
MJ_0210,문자도,문자,일필+공필,한지,"행사, 교육","충, 쑥부쟁이, 공작새, 물고기","한국전통민화, 문자도, 쑥부쟁이, 충, 물고기, 공작새, 생명력, 효, 충성, 번영",일제강점
MJ_0640,문자도,문자,공필,한지,"교육, 행사","효, 오름, 홍화","한국전통민화, 문자도, 효, 오름, 홍화, 유교, 효도, 길상",조선후기
MJ_0085,문자도,문자,공필,한지,"행사, 교육","문자, 꽃","한국전통민화, 문자도, 효, 제, 점묘, 꽃, 넝쿨, 가족애, 유교적 덕목, 번창",일제강점
MJ_0590,문자도,문자,일필+공필,한지,"행사, 교육","염, 게","한국전통민화, 문자도, 효, 게, 우애, 청렴, 길상, 효제",미상
MJ_0713,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북","한국전통민화, 문자도, 효제, 원앙, 화목, 가정의 평화, 유교 덕목, 번영",미상
MJ_0343,문자도,문자,일필+공필,한지,"교육, 행사","염, 게, 소나무, 단풍나무, 꿩, 딱따구리","한국전통민화, 문자도, 염, 게, 소나무, 단풍나무, 꿩, 딱따구리, 효, 제, 번영, 성실",광복이후
MJ_0656,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북","한국전통민화, 문자도, 홍범구주거북, 매화, 책, 지혜, 장수, 절개, 희망",일제강점
MJ_0206,문자도,혼성,일필+공필,한지,"교육, 행사","예, 복숭아, 책갑, 필통, 붓, 거북","한국전통민화, 문자도, 예, 복숭아, 책갑, 장수, 지혜, 가정화목, 유교덕목",광복이후
MJ_0528,문자도,문자,일필+공필,한지,"교육, 행사","제, 연꽃, 할미새","한국전통민화, 문자도, 연꽃, 할미새, 제기, 청정함, 평화, 조상숭배",미상
MJ_0482,문자도,문자,일필+공필,한지,"교육, 행사","의, 물수리","한국전통민화, 문자도, 의,물수리, 부부화합, 도덕덕목, 장식성",조선후기
MJ_0178,문자도,문자,공필,한지,"교육, 행사","효, 죽순, 잉어, 방구부채, 거문고","한국전통민화, 문자도, 효, 죽순, 잉어, 방구부채, 거문고, 효심, 출세, 고결함",광복이후
MJ_0197,문자도,문자,공필,한지,"교육, 행사","신, 청조, 흰기러기, 매화","한국전통민화, 문자도, 신, 청조, 흰기러기, 선함, 이상세계, 길상, 유교, 도덕",광복이후
MJ_0314,문자도,문자,공필,한지,"행사, 교육","문자, 사당, 새, 물고기","한국전통민화, 문자도, 효, 제, 사당, 새, 물고기, 효도, 우애, 번영, 다산",조선후기
MJ_0744,문자도,문자,일필+공필,한지,"장식, 행사","효, 잉어, 죽순, 방구부채, 거문고","한국전통민화, 문자도, 효, 잉어, 죽순, 거문고, 방구부채, 출세, 평온, 절개",광복이후
MJ_0251,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 박쥐, 꽃, 길상, 장수, 복, 풍요",일제강점
MJ_0601,문자도,문자,일필,한지,"행사, 장식",백수백복,"한국전통민화, 문자도, 한지, 장수, 다복, 수(壽), 복(福), 박쥐, 매화, 길상",조선후기
MJ_0416,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북","한국전통민화, 문자도, 매화, 거북, 장수, 덕, 복, 재생",조선후기
MJ_0046,문자도,문자,일필+공필,수입지(양지),"교육, 행사","의, 꿩, 복사꽃, 단풍나무, 물수리","한국전통민화, 문자도, 의, 꿩, 복사꽃, 단풍나무, 물수리, 예의, 명예, 생명, 절개, 지혜",일제강점
MJ_0553,문자도,문자,일필+공필,한지,장식,"신, 괴석, 대나무, 인면조, 흰기러기","한국전통민화, 문자도, 청조, 대나무, 괴석, 인면조, 절개, 군자, 재생, 영원",조선후기
MJ_0103,문자도,문자,공필,한지,"교육, 행사","의, 오름, 새","한국전통민화, 문자도, 의, 오름, 새, 의리, 우정, 화합",미상
MJ_0380,문자도,혼성,일필+공필,한지,"교육, 행사","제, 연꽃, 연밥, 물총새, 오리, 할미새","한국전통민화, 문자도, 연꽃, 연밥, 물총새, 할미새, 효, 제, 평화, 가족",광복이후
MJ_0695,문자도,문자,일필+공필,한지,"행사, 교육","염, 게, 갈대","한국전통민화, 문자도, 한지, 게, 갈대, 음양문자, 풍요, 장수",일제강점
MJ_0011,문자도,문자,일필+공필,한지,교육,"의, 복숭아, 사당, 물수리","한국전통민화, 문자도, 의, 복숭아, 사당, 물수리, 효제, 장수, 유교, 불로장생",광복이후
MJ_0441,문자도,문자,공필,한지,"행사, 교육","물고기, 충, 사당, 별꽃문, 죽순","한국전통민화, 문자도, 물고기, 충, 사당, 다산, 근면, 수호",조선후기
MJ_0154,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 복, 길상, 수묵, 한지",미상
MJ_0504,문자도,문자,일필+공필,한지,"행사, 교육","효, 오름, 꽃","한국전통민화, 문자도, 효, 꽃, 물고기, 가족, 도덕, 번영",조선후기
MJ_0292,문자도,문자,일필,한지,장식,"문자, 학","한국전통민화, 문자도, 혁필, 한지, 학, 불로장생, 유교, 장수, 회화적문자",광복이후
MJ_0338,문자도,문자,일필+공필,한지,"교육, 행사","제, 불로초, 사슴, 연꽃, 할미새","한국전통민화, 문자도, 사슴, 불로초, 할미새, 연꽃, 효, 장수, 청정, 화목",광복이후
MJ_0457,문자도,문자,일필+공필,한지,"교육, 행사","제, 할미새, 꽃","한국전통민화, 문자도, 효, 제, 할미새, 평화, 화목, 길상, 번영",미상
MJ_0007,문자도,문자,일필+공필,한지,"장식, 행사","염, 거북, 용, 봉황, 오동나무, 구름","한국전통민화, 문자도, 용, 봉황, 거북, 오동나무, 효, 장수, 번영, 군자",광복이후
MJ_0512,문자도,문자,일필+공필,한지,"행사, 교육","효, 잉어, 죽순, 방구부채","한국전통민화, 문자도, 효, 잉어, 죽순, 파초선, 출세, 장수, 유교적 덕목",미상
MJ_0142,문자도,문자,일필,한지,장식,"난초, 문자","한국전통민화, 문자도, 난초, 혁필, 군자, 절개, 유교, 자연미",광복이후
MJ_0284,문자도,문자,일필,한지,장식,"효, 잉어, 죽순, 방구부채","한국전통민화, 문자도, 효, 잉어, 죽순, 방구부채, 효도, 출세, 절개, 장수",광복이후
MJ_0050,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 수, 복, 장수, 복, 길상, 수묵화",일제강점
MJ_0400,문자도,문자,일필+공필,한지,"교육, 행사","의, 꿩, 단풍나무, 딱따구리, 매화, 물수리","한국전통민화, 문자도, 효, 홍범구주거북, 토끼, 모란, 장수, 부귀영화",광복이후
MJ_0115,문자도,문자,일필+공필,한지,"교육, 행사","제, 딱따구리, 나비, 연꽃, 단풍나무, 할미새","한국전통민화, 문자도, 딱따구리, 할미새, 나비, 연꽃, 효도, 길조, 청정",일제강점
MJ_0545,문자도,문자,일필+공필,한지,"교육, 행사","의, 물수리","한국전통민화, 문자도, 물수리, 의(윤리), 변치않는 사랑, 화합, 번영, 길상",미상
MJ_0396,문자도,문자,일필+공필,한지,"교육, 행사","효, 잉어, 죽순, 사슴, 불로초, 방구부채","한국전통민화, 문자도, 효, 잉어, 사슴, 불로초, 장수, 출세, 효제",광복이후
MJ_0729,문자도,문자,일필+공필,한지,"교육, 행사","의, 물수리","한국전통민화, 문자도, 의, 물수리, 충절, 덕목, 가족화목, 유교",광복이후
MJ_0683,문자도,문자,일필+공필,한지,"행사, 교육","충, 석류, 용","한국전통민화, 문자도, 용, 석류, 효제, 다산, 권위, 유교윤리",광복이후
MJ_0379,문자도,혼성,일필+공필,한지,"교육, 행사","효, 학, 소나무, 해, 잉어, 죽순, 방구부채","한국전통민화, 문자도, 학, 소나무, 해, 잉어, 효, 장수, 불로장생, 출세, 유교적 가치",광복이후
MJ_0237,문자도,문자,일필+공필,한지,"행사, 교육","의, 새, 연꽃, 신대(대나무)","한국전통민화, 문자도, 의, 새, 연꽃, 신대, 청렴, 효행, 절개",일제강점
MJ_0667,문자도,문자,일필,한지,"교육, 행사","효, 잉어, 파초선, 죽순","한국전통민화, 문자도, 효, 잉어, 파초선, 죽순, 효행, 출세, 성장, 덕목",일제강점
MJ_0688,문자도,문자,일필+공필,한지,"행사, 교육","치, 소나무, 사슴, 불로초","한국전통민화, 문자도, 소나무, 사슴, 불로초, 장수, 효, 불로장생, 유교적 가치",광복이후
MJ_0372,문자도,문자,공필,한지,"행사, 교육","효, 오름","한국전통민화, 문자도, 효, 오름, 꽃문양, 길상, 생명력, 제주",미상
MJ_0722,문자도,문자,일필+공필,한지,"교육, 행사","제, 할미새, 연꽃","한국전통민화, 문자도, 할미새, 연꽃, 효, 제, 가족, 청정, 근면",미상
MJ_0149,문자도,문자,일필,견(비단),"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 다복, 기원",미상
MJ_0630,문자도,문자,일필+공필,한지,행사,"예, 사당, 국화","한국전통민화, 문자도, 한지, 예, 사당, 유교, 조상숭배, 길상",일제강점
MJ_0260,문자도,문자,일필,한지,장식,"문자, 복사꽃, 나비","한국전통민화, 문자도, 혁필, 한지, 복사꽃, 나비, 길상, 번영, 장수, 사랑",일제강점
MJ_0325,문자도,문자,일필+공필,한지,"교육, 행사","효, 죽순, 잉어, 연꽃","한국전통민화, 문자도, 효, 잉어, 연꽃, 죽순, 효도, 출세",광복이후
MJ_0276,문자도,문자,일필+공필,한지,"행사, 교육","신, 홍화, 오름","한국전통민화, 문자도, 복(福), 홍화, 오름, 번영, 건강, 장수, 제주",조선후기
MJ_0626,문자도,문자,일필+공필,한지,행사,"효, 물고기","한국전통민화, 문자도, 효, 물고기, 효행, 다산, 풍요, 길상",일제강점
MJ_0333,문자도,문자,일필+공필,한지,"교육, 행사","염, 봉황, 소나무, 국화, 달, 장미","한국전통민화, 문자도, 봉황, 소나무, 국화, 장미, 장수, 고귀함, 화합, 평안, 가족, 효제",광복이후
MJ_0299,문자도,문자,일필+공필,한지,장식,"봉황, 오동나무, 의, 물수리","한국전통민화, 문자도, 봉황, 오동나무, 의, 물수리, 평화, 고귀함, 정의로움, 청렴",미상
MJ_0763,문자도,문자,일필+공필,한지,"장식, 행사","염, 게, 소나무","한국전통민화, 문자도, 염자, 게, 소나무, 의지, 방어, 장수, 인내",일제강점
MJ_0108,문자도,문자,공필,한지,"교육, 행사","효, 오름","한국전통민화, 문자도, 효, 오름, 윤리, 자연, 효행, 제주정신",미상
MJ_0558,문자도,혼성,일필+공필,한지,장식,"효, 책갑, 잉어, 죽순, 파초선, 접부채, 배, 문갑, 사슴, 매화","한국전통민화, 문자도, 효, 잉어, 책갑, 사슴, 매화, 장수, 입신양명, 청렴, 부귀, 고결",일제강점
MJ_0671,문자도,문자,일필,한지,"교육, 행사","염, 게, 매화","한국전통민화, 문자도, 게, 매화, 바위, 행운, 절개, 장수, 희망, 근대민화",일제강점
MJ_0221,문자도,문자,공필,한지,"행사, 교육",의,"한국전통민화, 문자도, 의, 효, 제, 의리, 도덕, 길상, 가정화목",일제강점
MJ_0734,문자도,문자,일필+공필,한지,"교육, 행사","효, 잉어, 죽순, 방구부채, 거문고","한국전통민화, 문자도, 효, 잉어, 죽순, 방구부채, 거문고, 효도, 입신양명, 가족화목",광복이후
MJ_0364,문자도,문자,일필+공필,한지,"교육, 행사","치, 청절비","한국전통민화, 문자도, 위패, 연꽃, 효, 제, 예절, 순수함",조선후기
MJ_0489,문자도,문자,일필,한지,"교육, 행사","예, 신대(대나무), 물고기, 새","한국전통민화, 문자도, 대나무, 효, 새, 물고기, 절개, 효심, 풍요, 번영",일제강점
MJ_0523,문자도,문자,공필,한지,"행사, 교육","예, 사당","한국전통민화, 문자도, 효, 제, 사당, 예, 한지, 유교, 덕목, 공동체",일제강점
MJ_0036,문자도,문자,일필+공필,한지,"교육, 행사","신, 연꽃, 나비, 물총새, 원앙, 흰기러기, 인면조, 매화","한국전통민화, 문자도, 인면조, 원앙, 연꽃, 신, 평화, 화합, 청정, 부부금슬",광복이후
MJ_0574,문자도,문자,일필,견(비단),"행사, 장식",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 다복, 부귀, 평안",미상
MJ_0124,문자도,문자,일필,한지,장식,"매화, 문자","한국전통민화, 문자도, 매화, 나비, 새, 절개, 생명력, 길상",광복이후
MJ_0431,문자도,문자,기타,한지,"행사, 교육","의, 물고기, 가옥","한국전통민화, 문자도, 가옥, 의, 새, 물고기, 번영, 기원, 풍요, 충절",일제강점
MJ_0061,문자도,문자,공필,수입지(양지),"행사, 교육","충, 나비, 장미, 잉어, 고팡상, 주전자, 새","한국전통민화, 문자도, 나비, 장미, 잉어, 고팡상, 주전자, 새, 복, 우애, 입신양명, 풍요",광복이후
MJ_0348,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북, 연꽃, 가옥","한국전통민화, 문자도, 효제, 연꽃, 장수, 평안, 덕목, 가정",일제강점
MJ_0718,문자도,문자,일필+공필,한지,"교육, 행사","의, 물수리","한국전통민화, 문자도, 효, 물수리, 길상, 유교적 가치, 조화, 상서로움",미상
MJ_0132,문자도,문자,공필,한지,"교육, 행사","충, 신","한국전통민화, 문자도, 효, 제, 담채, 유교도덕, 가정윤리, 우애, 선명한 곡선, 한지",미상
MJ_0098,문자도,문자,기타,한지,교육,"예, 물고기, 매화, 오동나무","한국전통민화, 문자도, 오동나무, 매화, 물고기, 청렴, 절조, 다산, 번영",미상
MJ_0562,문자도,혼성,일필+공필,한지,장식,"예, 책갑, 석류, 필통, 모란, 나비, 문갑, 술병, 술잔","한국전통민화, 문자도, 모란, 나비, 거북이, 책갑, 장수, 부귀영화, 지혜",일제강점
MJ_0077,문자도,문자,공필,한지,"행사, 교육","효, 삼여도, 새","한국전통민화, 문자도, 효, 삼여도, 새, 자손번창, 도덕, 풍요, 평온함",광복이후
MJ_0427,문자도,문자,기타,한지,"행사, 교육","제, 꿩, 소나무, 물고기","한국전통민화, 문자도, 꿩, 소나무, 물고기, 장수, 길상, 다산, 풍요",일제강점
MJ_0535,문자도,문자,일필+공필,한지,"교육, 행사","제, 모란, 할미새","한국전통민화, 문자도, 모란, 할미새, 복, 부귀영화, 평안, 길상",미상
MJ_0165,문자도,문자,일필+공필,한지,"교육, 행사","신, 인면조, 오동나무, 흰기러기","한국전통민화, 문자도, 인면조, 흰기러기, 오동나무, 효, 제, 화합, 길상",미상
MJ_0470,문자도,문자,일필,한지,"행사, 장식",백수백복,"한국전통민화, 문자도, 한자, 오방색, 장수, 복, 건강, 다복, 주술",미상
MJ_0020,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 복, 수묵, 한지",광복이후
MJ_0309,문자도,문자,일필,한지,장식,문자,"한국전통민화, 문자도, 새, 매화, 한지, 혁필, 길상, 생명력",일제강점
MJ_0759,문자도,문자,일필+공필,한지,"장식, 행사","제, 할미새, 연꽃","한국전통민화, 문자도, 제, 할미새, 연꽃, 길상, 고결함, 대학문",일제강점
MJ_0391,문자도,문자,일필+공필,한지,"교육, 행사","신, 새, 책갑, 가옥","한국전통민화, 문자도, 신, 새, 덕목, 효, 우애, 장수",일제강점
MJ_0684,문자도,문자,일필+공필,한지,"행사, 교육","신, 해태, 모란","한국전통민화, 문자도, 해태, 월계화, 효제문자, 수호, 가정화목, 길상",광복이후
MJ_0057,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 다복, 길상",일제강점
MJ_0407,문자도,문자,일필+공필,한지,"행사, 교육","제, 새","한국전통민화, 문자도, 새, 길상, 평안, 부부금슬, 조화",광복이후
MJ_0112,문자도,혼성,일필+공필,한지,"교육, 행사","예, 괴석, 금계, 홍범구주거북, 목련","한국전통민화, 문자도, 금계, 괴석, 홍범구주거북, 목련, 예, 귀함, 장수, 순결",일제강점
MJ_0542,문자도,문자,일필+공필,한지,"교육, 행사","충, 어변성룡, 잉어, 조개","한국전통민화, 문자도, 충, 어변성룡, 잉어, 출세, 용, 덕목, 번창",미상
MJ_0329,문자도,문자,일필+공필,한지,"교육, 행사","예, 가옥, 홍범구주거북, 연꽃","한국전통민화, 문자도, 예, 가옥, 거북, 연꽃, 도덕, 장수, 청결",광복이후
MJ_0283,문자도,문자,일필+공필,한지,행사,"충, 새, 자귀나무","한국전통민화, 문자도, 자귀나무, 새, 효, 제, 충, 유교윤리",광복이후
MJ_0450,문자도,문자,일필+공필,한지,"교육, 행사","효, 잉어, 대나무, 방구부채","한국전통민화, 문자도, 효, 잉어, 출세, 유교, 입신양명",미상
MJ_0515,문자도,문자,일필+공필,한지,"행사, 교육","신, 흰기러기, 청조, 매화","한국전통민화, 문자도, 신, 가릉빈가, 흰기러기, 길상, 보호, 평화, 복덕, 상징성",미상
MJ_0145,문자도,문자,일필,견(비단),"장식, 행사",백수백복,"한국전통민화, 문자도, 견, 백수, 백복, 장수, 다복, 기원, 한자",미상
MJ_0016,문자도,문자,일필+공필,한지,교육,"충, 새우, 대나무","한국전통민화, 문자도, 대나무, 새우, 효, 제, 절개, 충성",광복이후
MJ_0446,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북","한국전통민화, 문자도, 거북, 효, 제, 장수, 권위, 덕목, 길상",미상
MJ_0153,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수백복, 장수, 다복, 길상, 수묵, 한지",미상
MJ_0503,문자도,문자,공필,견(비단),"장식, 행사",백수백복,"한국전통민화, 문자도, 수복문자도, 장수, 복, 소나무, 학, 박쥐, 부귀, 길상",조선후기
MJ_0387,문자도,문자,일필+공필,한지,"교육, 행사","치, 달토끼, 사당","한국전통민화, 문자도, 달토끼, 산, 사당, 꽃, 효, 근면, 번영, 인내",광복이후
MJ_0692,문자도,문자,일필+공필,한지,"행사, 교육","신, 흰기러기, 매화, 가릉빈가","한국전통민화, 문자도, 신, 인면조, 흰기러기, 매화, 유교적 가치, 길상",일제강점
MJ_0368,문자도,문자,공필,한지,그림,"사당, 제기","한국전통민화, 문자도, 사당, 제기, 유교, 번영, 제례, 길상",일제강점
MJ_0738,문자도,문자,일필+공필,한지,"장식, 행사","충, 조개, 새우, 용, 사슴, 소나무, 구름, 해, 꽃","한국전통민화, 문자도, 사슴, 소나무, 용, 해, 충, 장수, 절개, 권위, 번영, 다산",일제강점
MJ_0411,문자도,문자,일필+공필,한지,"행사, 교육","의, 기메","한국전통민화, 문자도, 한지, 의, 말, 유교윤리, 상징성, 기상",광복이후
MJ_0041,문자도,문자,일필+공필,수입지(양지),"교육, 행사","효, 방구부채, 죽순, 잉어, 도라지꽃, 꾀꼬리","한국전통민화, 문자도, 효, 잉어, 방구부채, 죽순, 도라지꽃, 꾀꼬리, 효도, 출세, 장수, 기쁨",일제강점
MJ_0554,문자도,문자,일필+공필,한지,장식,"예, 구름, 거북, 포도","한국전통민화, 문자도, 거북, 구름, 포도, 장수, 다산, 길상",조선후기
MJ_0104,문자도,문자,공필,한지,"교육, 행사","예, 오름, 새","한국전통민화, 문자도, 새, 오름, 효, 제, 길상, 덕목",미상
MJ_0313,문자도,문자,공필,한지,"행사, 교육","문자, 살구꽃","한국전통민화, 문자도, 한지, 효제, 살구꽃, 덕목, 가족, 우애",조선후기
MJ_0743,문자도,문자,일필+공필,한지,"장식, 행사","치, 달토끼, 수양버들, 매화, 청절비","한국전통민화, 문자도, 치, 달토끼, 수양버들, 매화, 청절비, 절개, 장수, 번영",일제강점
MJ_0256,문자도,문자,일필,한지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수백복, 수, 복, 장수, 다복, 길상문양",일제강점
MJ_0606,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북, 수양버들, 꽃","한국전통민화, 문자도, 거북, 꽃, 수양버들, 장수, 번영, 윤리, 복",일제강점
MJ_0485,문자도,문자,일필,한지,"교육, 행사","효, 오름, 별꽃문, 가옥","한국전통민화, 문자도, 효, 오름, 별꽃문, 가옥, 윤리, 교육, 자연, 번영",일제강점
MJ_0190,문자도,문자,공필,한지,"행사, 교육","오름, 효, 별꽃문","한국전통민화, 문자도, 효, 오름, 별꽃문, 생명력, 가족, 상서로움, 교훈",조선후기
MJ_0714,문자도,문자,일필+공필,한지,"교육, 행사","의, 할미새, 매화","한국전통민화, 문자도, 의, 할미새, 매화, 효, 절개, 덕",미상
MJ_0344,문자도,문자,일필+공필,한지,"교육, 행사","치, 달토끼, 학, 해, 불로초, 소나무, 사당","한국전통민화, 문자도, 학, 소나무, 해, 달토끼, 불로초, 장수, 절개, 효제",광복이후
MJ_0651,문자도,문자,일필+공필,한지,"교육, 행사","치, 새","한국전통민화, 문자도, 치, 새, 꽃, 덕목, 조화, 평안, 번영, 제주민화",광복이후
MJ_0201,문자도,문자,공필,한지,"교육, 행사","치, 달토끼, 사당","한국전통민화, 문자도, 제주, 달토끼, 사당, 매화, 효, 제, 절개, 번영",광복이후
MJ_0128,문자도,문자,일필+공필,한지,"교육, 행사","의, 물수리, 복숭아","한국전통민화, 문자도, 의, 물수리, 복숭아, 충절, 지조, 장수, 행운",일제강점
MJ_0082,문자도,문자,공필,한지,"행사, 교육","의, 물고기, 새","한국전통민화, 문자도, 제주효제문자도, 의, 새, 물고기, 효제, 공동체, 덕목, 평안, 화목",광복이후
MJ_0578,문자도,문자,기타,한지,행사,"충, 대나무, 물고기","한국전통민화, 문자도, 대나무, 물고기, 절개, 충성심, 번영, 지혜",미상
MJ_0597,문자도,문자,일필,한지,"행사, 장식",백수백복,"한국전통민화, 문자도, 백수백복, 장수, 복, 길상, 한지, 수묵",조선후기
MJ_0352,문자도,문자,일필+공필,한지,"교육, 행사","효, 잉어, 죽순, 꽃","한국전통민화, 문자도, 효, 잉어, 죽순, 꽃, 효도, 출세, 청렴, 번영",일제강점
MJ_0702,문자도,문자,일필+공필,한지,"행사, 교육","의, 복숭아, 연꽃, 새","한국전통민화, 문자도, 복숭아, 연꽃, 새, 길상, 덕, 장수, 소망",광복이후
MJ_0217,문자도,문자,공필,한지,"행사, 교육",제,"한국전통민화, 문자도, 제자, 효, 제, 유교, 조상공경, 가족화합",일제강점
MJ_0647,문자도,문자,공필,한지,"교육, 행사","치, 오름, 홍화","한국전통민화, 문자도, 효, 제, 오름, 홍화, 교육적 상징, 길상, 조선후기",조선후기
MJ_0094,문자도,문자,기타,한지,교육,문자,"한국전통민화, 문자도, 판화, 효, 제, 유교, 가정의 화목",미상
MJ_0581,문자도,문자,기타,한지,행사,"의, 대나무, 연꽃","한국전통민화, 문자도, 의, 대나무, 연꽃, 절개, 고결함, 도덕성",미상
MJ_0755,문자도,문자,일필+공필,한지,"장식, 행사","의, 물수리, 백수백복","한국전통민화, 문자도, 수묵, 한지, 의, 물수리, 백수백복, 충절, 장수, 다복",광복이후
MJ_0305,문자도,문자,일필+공필,한지,"교육, 행사","예, 홍범구주거북, 책갑","한국전통민화, 문자도, 효자, 제자, 새, 석류, 유교적 가치, 가정의 평안",조선후기
MJ_0610,문자도,문자,일필,한지,"행사, 장식",백수백복,"한국전통민화, 문자도, 수묵, 수(壽), 복(福), 길상, 무병장수, 번영, 조형미",미상
MJ_0240,문자도,문자,일필,염색지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 다복, 기원, 채색",광복이후
MJ_0493,문자도,문자,일필,한지,"교육, 행사","효, 잉어, 죽순, 불로초","한국전통민화, 문자도, 효, 잉어, 죽순, 불로초, 출세, 효행, 장수",조선후기
MJ_0539,문자도,문자,일필+공필,한지,"교육, 행사","제, 죽순, 꽃, 물수리","한국전통민화, 문자도, 물수리, 죽순, 꽃, 금슬, 장수, 행복",미상
MJ_0186,문자도,문자,일필,한지,"교육, 행사","충, 새우, 대나무","한국전통민화, 문자도, 충, 대나무, 새우, 절개, 충성, 성실",조선후기
MJ_0492,문자도,문자,일필,한지,"교육, 행사","제, 연꽃, 할미새","한국전통민화, 문자도, 제, 할미새, 연꽃, 형제우애, 화목, 청정",조선후기
MJ_0538,문자도,문자,일필+공필,한지,"교육, 행사","효, 소나무, 가옥, 연꽃","한국전통민화, 문자도, 소나무, 연꽃, 가옥, 효, 장수, 청정, 평안, 도덕",미상
MJ_0187,문자도,문자,일필,한지,"교육, 행사","홍범구주거북, 예","한국전통민화, 문자도, 수묵, 예, 홍범구주거북, 길상, 장수, 권위, 도덕성",조선후기
MJ_0754,문자도,문자,일필+공필,한지,"장식, 행사","예, 홍범구주거북, 백수백복","한국전통민화, 문자도, 예, 홍범구주거북, 백수백복, 장수, 복, 덕망",광복이후
MJ_0304,문자도,문자,일필+공필,한지,"교육, 행사","신, 석류, 가옥, 청조","한국전통민화, 문자도, 청조, 석류, 가옥, 청조, 신, 번영, 평안",조선후기
MJ_0611,문자도,문자,일필,한지,"행사, 장식",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 다복, 수묵, 길상문자",미상
MJ_0241,문자도,문자,일필,염색지,"장식, 행사",백수백복,"한국전통민화, 문자도, 백수, 백복, 장수, 복, 다복, 길상",광복이후
MJ_0095,문자도,문자,기타,한지,교육,"치, 대나무, 매화","한국전통민화, 문자도, 효도, 치, 대나무, 절개, 매화, 고결함",미상
MJ_0580,문자도,문자,기타,한지,행사,"예, 물고기, 매화, 오동나무","한국전통민화, 문자도, 오동나무, 매화, 물고기, 복, 장수, 청렴, 풍요",미상
MJ_0353,문자도,문자,일필+공필,한지,"교육, 행사","효, 잉어, 파초선, 죽순","한국전통민화, 문자도, 효, 잉어, 파초선, 효행, 출세, 도학, 입신양명, 도리",조선후기
MJ_0703,문자도,문자,일필+공필,한지,"행사, 교육","염, 봉황, 꽃","한국전통민화, 문자도, 봉황, 염, 길상문자, 상서로움, 태평성대, 만복",광복이후
MJ_0216,문자도,문자,공필,한지,"행사, 교육",효,"한국전통민화, 문자도, 제주민화, 효, 유교적 가치, 가족, 도덕, 존경",일제강점
MJ_0646,문자도,문자,공필,한지,"교육, 행사","염, 오름, 홍화","한국전통민화, 문자도, 효, 제, 오름, 홍화, 덕목, 장수, 복덕",조선후기
MJ_0129,문자도,문자,일필+공필,한지,"교육, 행사","염, 봉황, 꽃","한국전통민화, 문자도, 봉황, 꽃, 길상, 평화, 부귀, 장수",일제강점
MJ_0083,문자도,문자,공필,한지,"행사, 교육","문자, 꽃","한국전통민화, 문자도, 효, 제, 꽃, 한지, 가족윤리, 우애, 효성, 조화",일제강점
MJ_0579,문자도,문자,기타,한지,행사,"신, 사각정자, 대나무, 연꽃","한국전통민화, 문자도, 신, 사각정자, 대나무, 연꽃, 절개, 순결",미상
MJ_0596,문자도,문자,일필,한지,"행사, 장식",백수백복,"한국전통민화, 문자도, 수, 복, 박쥐, 장수, 복, 길상문양",조선후기
MJ_0715,문자도,문자,일필+공필,한지,"교육, 행사","충, 어변성룡, 새우, 조개","한국전통민화, 문자도, 충, 어변성룡, 새우, 조개, 효, 제, 출세, 풍요",미상
MJ_0345,문자도,문자,일필+공필,한지,"교육, 행사","치, 청절비","한국전통민화, 문자도, 효, 제, 치, 청절비, 유교윤리, 절개, 충정, 도덕적 가치",일제강점
MJ_0650,문자도,문자,일필+공필,한지,"교육, 행사","염, 사당, 물고기","한국전통민화, 문자도, 사당, 한자, 물고기, 번영, 평안, 덕목",광복이후
MJ_0200,문자도,문자,공필,한지,"교육, 행사","염, 게","한국전통민화, 문자도, 한지, 게, 끈기, 매화, 효, 삼방귀, 길상, 물결, 풍요",광복이후
